manuscript	status	language	material	period	site	composition_type	ir_images	ir_recto	ir_with_sqe_match	ir_with_etcbc_fragment	ir_single_text_fragment	ir_exact_link	sqe_editions	etcbc_scroll	etcbc_fragments	etcbc_preserved	etcbc_certain	etcbc_fragments_imaged	etcbc_preserved_imaged	etcbc_scrolls_via_images
4Q550	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	25	24	2	2	2	1	561	4Q550	11	1233	1018	1	262	4Q550
4Q551	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	3	3	1	1	1	1	567	4Q551	4	171	131	1	108	4Q551
4Q552	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	4	4	2	2	2	2	568	4Q552	6	444	375	2	45	4Q552
4Q553	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	16	16	14	0	0	0	569	4Q553	4	250	215	0	0	
4Q554	square	Aramaic	Parchment		Qumran, Cave 4	Parabiblical Texts	12	12	2	1	0	1	570	4Q554	17	1513	1327	2	221	4Q554
4Q555	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Parabiblical Texts	3	3	3	2	2	2	572	4Q555	6	91	69	2	33	4Q555
4Q556	square	Aramaic		Herodian	Qumran, Cave 4	Other	12	12	12	2	2	2	573	4Q556	1	146	125	1	146	4Q556
4Q557	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	2	2	1	1	1	1	574	4Q557	2	92	70	1	77	4Q557
4Q558	square	Aramaic	Papyrus	Hasmonean	Qumran, Cave 4	Other	124	124	8	8	8	8	575	4Q558	145	1386	930	8	86	4Q558
4Q559	square	Aramaic	Papyrus	Hasmonean	Qumran, Cave 4	Parabiblical Texts	0	0	0	0	0	0	576	4Q559	13	193	140	0	0	
4Q56	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	27	27	27	27	25	27	901	4Q56	40	3421	2800	24	2336	4Q56
4Q560	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	3	3	2	2	1	2	577	4Q560	3	210	166	3	210	4Q560
4Q561	excluded: language ''		Parchment	Hasmonean	Qumran, Cave 4	Other	8	8	5	2	1	2	578	4Q561	9	311	224	2	122	4Q561
4Q562	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Unidentified Text	11	11	11	11	11	11	579	4Q562	11	334	218	11	334	4Q562
4Q563	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Sapiential Texts	2	2	2	2	2	2	580	4Q563	3	148	101	2	143	4Q563
4Q564	excluded: language 'Unidentified'	Unidentified	Parchment	Herodian	Qumran, Cave 4	Unidentified Text	1	1	1	1	0	1	581	4Q564	2	44	23	2	44	4Q564
4Q565	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	1	1	1	1	1	1	582	4Q565	1	59	44	1	59	4Q565
4Q566	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Other	2	2	2	2	2	2	583	4Q566	2	59	38	2	59	4Q566
4Q567	excluded: language 'Unidentified'	Unidentified	Parchment	Herodian	Qumran, Cave 4	Unidentified Text	1	1	1	1	1	1	584	4Q567	1	18	11	1	18	4Q567
4Q568	excluded: language ''		Parchment	Hasmonean	Qumran, Cave 4	Other	1	1	1	1	1	1	585	4Q568	1	56	49	1	56	4Q568
4Q569	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	4	4	4	0	0	0	586	4Q569	2	144	100	0	0	
4Q57	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	76	76	23	23	22	23	902	4Q57	57	2784	2246	17	1950	4Q57
4Q570	excluded: language 'Unidentified'	Unidentified	Parchment	Hasmonean	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0	587	4Q570	47	638	359	0	0	
4Q571	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	2	1	0	0	0	0	588	4Q571	1	81	61	0	0	
4Q572	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Unidentified Text	1	1	0	0	0	0	589	4Q572	1	30	24	0	0	
4Q573	square	Aramaic	Parchment	Herodian	Qumran, Cave 4	Unidentified Text	1	1	0	0	0	0	590	4Q573	1	31	26	0	0	
4Q574	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Unidentified Text	1	1	0	0	0	0	591	4Q574	1	46	18	0	0	
4Q575	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	2	2	0	0	0	0	592	4Q575	1	48	30	0	0	
4Q576	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	1	1	1	1	1003	4Q576	2	16	12	1	12	4Q576
4Q577	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	8	8	8	8	8	8	593	4Q577	8	141	112	8	141	4Q577
4Q578	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Historical Texts	1	1	0	0	0	0	594	4Q578	1	20	10	0	0	
4Q579	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Poetical/Liturgical Texts?	1	1	1	1	1	1	595	4Q579	3	49	32	1	40	4Q579
4Q58	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	19	17	12	12	12	12	903	4Q58	10	1592	1350	10	1592	4Q58
4Q580	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	15	15	12	11	10	11	596	4Q580	19	393	296	12	364	4Q580
4Q581	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	3	3	1	1	1	1	597	4Q581	2	197	151	1	10	4Q581
4Q582	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Parabiblical Texts	4	4	1	1	1	1	598	4Q582	5	102	60	1	31	4Q582
4Q583	square	Aramaic	Parchment	Hasmonean	Qumran, Cave 4	Other	1	1	0	0	0	0	1079	4Q583	1	86	76	0	0	
4Q584	square	Aramaic	Parchment	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	25	25	0	0	0	0	1080	4Q584	28	427	287	0	0	
4Q585	square	Aramaic	Parchment	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	27	27	0	0	0	0	1081	4Q585	30	164	106	0	0	
4Q586	square	Aramaic	Parchment	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	0	0	0	0	0	0		4Q586	14	160	103	0	0	
4Q59	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	0	0	0	0	0	0	904	4Q59	11	1063	862	0	0	
4Q6	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	3	3	3	3	3	3	843	4Q6	2	454	366	1	388	4Q6
4Q60	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	30	30	30	30	25	30	905	4Q60	30	969	745	26	943	4Q60
4Q61	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	6	5	6	6	6	6	906	4Q61	1	271	231	1	271	4Q61
4Q62	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	3	3	3	3	3	1	907	4Q62	1	156	139	3	229	4Q62,4Q62a
4Q63	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	2	2	0	0	0	0	909	4Q63	1	55	40	0	0	
4Q64	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	5	5	4	4	4	4	910	4Q64	1	119	95	1	119	4Q64
4Q65	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	1	1	0	1	911	4Q65	2	56	50	2	56	4Q65
4Q66	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	8	8	4	4	4	4	912	4Q66	2	100	68	2	100	4Q66
4Q67	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	0	0	0	0	913	4Q67	1	74	58	0	0	
4Q68	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	1	1	1	1	914	4Q68	2	125	95	1	121	4Q68
4Q69	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 4	Scripture	2	2	2	2	2	2	915	4Q69	1	33	24	1	33	4Q69
4Q7	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	6	6	3	3	3	3	844	4Q7	3	523	470	3	523	4Q7
4Q70	square	Hebrew	Parchment	Early Hellenistic	Qumran, Cave 4	Scripture	46	46	46	46	41	46	918	4Q70	35	2448	2089	35	2448	4Q70
4Q71	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	0	0	0	0	919	4Q71	1	111	93	0	0	
4Q72	square	Hebrew	Parchment	Early Hellenistic	Qumran, Cave 4	Scripture	64	61	56	56	47	53	920	4Q72	43	2036	1734	40	2004	4Q72
4Q73	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	3	2	2	2	1	2	923	4Q73	5	566	479	3	221	4Q73
4Q74	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	6	6	6	6	5	6	924	4Q74	3	227	195	3	227	4Q74
4Q75	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	0	0	0	0	925	4Q75	1	20	14	0	0	
4Q76	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	25	24	9	9	6	9	926	4Q76	12	1249	1063	9	1109	4Q76
4Q77	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	6	6	6	6	5	6	927	4Q77	6	203	159	6	203	4Q77
4Q78	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	50	50	48	48	47	48	928	4Q78	29	1459	1163	27	1365	4Q78
4Q79	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	0	0	0	0	929	4Q79	1	104	82	0	0	
4Q8	square	Hebrew	Parchment		Qumran, Cave 4	Scripture	1	1	1	1	1	0	845		0	0	0	1	9	4Q8b
4Q80	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	0	0	0	0	0	0	930	4Q80	17	508	423	0	0	
4Q81	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	5	5	2	2	2	2	931	4Q81	3	114	91	2	104	4Q81
4Q82	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	169	169	61	61	58	61	932	4Q82	44	2828	1832	33	2116	4Q82
4Q83	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	19	19	14	14	11	14	933	4Q83	20	1512	1235	16	1428	4Q83
4Q84	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	26	25	15	14	2	14	934	4Q84	29	1682	1472	11	376	4Q84
4Q85	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	28	27	22	22	19	21	935	4Q85	23	1170	948	20	1148	4Q85
4Q86	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	16	16	7	7	6	7	936	4Q86	5	477	395	5	477	4Q86
4Q87	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	41	41	24	24	21	24	937	4Q87	21	690	580	20	683	4Q87
4Q88	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	20	20	4	4	4	4	89,938	4Q88	12	1105	893	4	568	4Q88
4Q89	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	6	6	6	6	5	6	939	4Q89	5	281	242	5	281	4Q89
4Q9	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	12	12	11	11	9	11	848	4Q9	13	745	493	11	698	4Q9
4Q90	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	1	1	1	1	1	1	940	4Q90	1	143	116	1	143	4Q90
4Q91	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	10	10	9	9	9	9	941	4Q91	6	122	68	6	122	4Q91
4Q92	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	0	0	0	0	942	4Q92	2	95	80	0	0	
4Q93	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	1	1	0	0	0	0	943	4Q93	2	76	61	0	0	
4Q94	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	8	8	7	7	7	7	944	4Q94	4	140	116	4	140	4Q94
4Q95	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	3	3	3	3	3	3	945	4Q95	2	83	59	2	83	4Q95
4Q96	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	2	2	2	2	2	2	946	4Q96	2	72	59	2	72	4Q96
4Q97	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	2	2	2	2	2	2	947	4Q97	1	54	22	1	54	4Q97
4Q98	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	4	4	4	4	4	0	948	4Q98	2	373	330	4	151	4Q98a,4Q98b,4Q98c
4Q98e	square	Hebrew	Parchment	Herodian	Qumran, Cave 4	Scripture	1	1	0	0	0	0	953	4Q98e	1	8	5	0	0	
4Q98f	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	0	0	0	0	0	0	954	4Q98f	1	47	30	0	0	
4Q98g	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	1	1	0	0	0	0	955	4Q98g	1	99	79	0	0	
4Q99	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 4	Scripture	23	23	22	22	20	22	956	4Q99	14	608	464	14	608	4Q99
4Q9999	square	Hebrew?	Parchment	Hellenistic-Roman	Qumran, Cave 4	Unidentified Text	2023	2023	0	0	0	0	1082		0	0	0	0	0	
5/6Hev-57	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	0	0	0	0	0	0	1618		0	0	0	0	0	
5/6Hev1	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	7	7	0	0	0	0	1089		0	0	0	0	0	
5/6Hev10	square	Aramaic	Papyrus	Roman	Cave of Letters	Babatha's archive	5	5	0	0	0	0	1090		0	0	0	0	0	
5/6Hev11	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	8	7	0	0	0	0	1091		0	0	0	0	0	
5/6Hev12	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	15	14	0	0	0	0	1092		0	0	0	0	0	
5/6Hev13	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	13	12	0	0	0	0	1093		0	0	0	0	0	
5/6Hev14	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	12	11	0	0	0	0	1094		0	0	0	0	0	
5/6Hev15	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	8	6	0	0	0	0	1095		0	0	0	0	0	
5/6Hev16	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	2	1	0	0	0	0	1096		0	0	0	0	0	
5/6Hev17	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	11	10	0	0	0	0	1097		0	0	0	0	0	
5/6Hev19	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	10	9	0	0	0	0	1098		0	0	0	0	0	
5/6Hev 1a 534	square	Hebrew	Parchment	Herodian	Cave of Letters	Scripture	1	1	0	0	0	0			0	0	0	0	0	
5/6Hev1b *103	square	Hebrew	Parchment	Roman	Cave of Letters	Scripture	1	1	0	0	0	0	1614		0	0	0	0	0	
5/6Hev 1b 888	square	Hebrew	Parchment	Herodian	Cave of Letters	Scripture	1	1	0	0	0	0			0	0	0	0	0	
5/6Hev 1b 890	square	Hebrew	Parchment	Herodian	Cave of Letters	Scripture	4	4	0	0	0	0			0	0	0	0	0	
5/6Hev 1b 891	square	Hebrew	Parchment	Herodian	Cave of Letters	Scripture	8	8	0	0	0	0			0	0	0	0	0	
5/6Hev2	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	25	25	0	0	0	0	1099		0	0	0	0	0	
5/6Hev 20	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	2	2	0	0	0	0	1084		0	0	0	0	0	
5/6Hev21	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	3	2	0	0	0	0	1100		0	0	0	0	0	
5/6Hev 22	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	4	4	0	0	0	0	1085		0	0	0	0	0	
5/6Hev23	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	10	8	0	0	0	0	1101		0	0	0	0	0	
5/6Hev24	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	25	25	0	0	0	0	1102		0	0	0	0	0	
5/6Hev25	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	8	7	0	0	0	0	1103		0	0	0	0	0	
5/6Hev26	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	2	1	0	0	0	0	1104		0	0	0	0	0	
5/6Hev 27	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	1	1	0	0	0	0	1086		0	0	0	0	0	
5/6Hev28	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	1	1	0	0	0	0	1105		0	0	0	0	0	
5/6Hev29	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	2	2	0	0	0	0	1106		0	0	0	0	0	
5/6Hev 3	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	1	1	0	0	0	0	1087		0	0	0	0	0	
5/6Hev30	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	9	9	0	0	0	0	1107		0	0	0	0	0	
5/6Hev31	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	21	19	0	0	0	0	1108		0	0	0	0	0	
5/6Hev33	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	14	13	0	0	0	0	1109		0	0	0	0	0	
5/6Hev34	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	34	34	0	0	0	0	1110		0	0	0	0	0	
5/6Hev35	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	30	30	0	0	0	0	1111		0	0	0	0	0	
5/6Hev36	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Other	16	16	0	0	0	0	1112		0	0	0	0	0	
5/6Hev37	excluded: Greek script		Papyrus	Roman	Cave of Letters	Other	3	3	0	0	0	0	1113		0	0	0	0	0	
5/6Hev39	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	1	1	0	0	0	0	1114		0	0	0	0	0	
5/6Hev4	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	3	2	0	0	0	0	1115		0	0	0	0	0	
5/6Hev41	square	Hebrew	Parchment	Roman	Cave of Letters	Scripture	1	1	0	0	0	0	1116		0	0	0	0	0	
5/6Hev42	square	Aramaic	Papyrus	Roman	Cave of Letters	Eleazar ben Shmuel archive	3	3	0	0	0	0	1117		0	0	0	0	0	
5/6Hev43	excluded: language ''		Papyrus	Roman	Cave of Letters	Eleazar ben Shmuel archive	0	0	0	0	0	0			0	0	0	0	0	
5/6Hev 44	square	Hebrew	Papyrus	Roman	Cave of Letters	Eleazar ben Shmuel archive	0	0	0	0	0	0	1613		0	0	0	0	0	
5/6Hev 45 *126	square	Hebrew	Papyrus	Roman	Cave of Letters	Eleazar ben Shmuel archive	0	0	0	0	0	0	1088		0	0	0	0	0	
5/6Hev 46	square	Hebrew	Papyrus	Roman	Cave of Letters	Eleazar ben Shmuel archive	0	0	0	0	0	0			0	0	0	0	0	
5/6Hev47	excluded: language ''		Papyrus	Roman	Cave of Letters	Other	7	7	0	0	0	0	1118		0	0	0	0	0	
5/6Hev49	square	Hebrew	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	11	11	0	0	0	0	1119		0	0	0	0	0	
5/6Hev5	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Babatha's archive	13	13	0	0	0	0	1120		0	0	0	0	0	
5/6Hev50	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	1	1	0	0	0	0	1121		0	0	0	0	0	
5/6Hev51	square	Hebrew	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	10	10	0	0	0	0	1122		0	0	0	0	0	
5/6Hev52	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	4	4	0	0	0	0	1123		0	0	0	0	0	
5/6Hev53	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	2	2	0	0	0	0	1124		0	0	0	0	0	
5/6Hev54	square	Aramaic	Wood	Roman	Cave of Letters	Bar Kokhba letters	0	0	0	0	0	0	1125		0	0	0	0	0	
5/6Hev55	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	0	0	0	0	0	0	1617		0	0	0	0	0	
5/6Hev56	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	1	1	0	0	0	0	1126		0	0	0	0	0	
5/6Hev58	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	4	4	0	0	0	0	1127		0	0	0	0	0	
5/6Hev59	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	1	1	0	0	0	0	1128		0	0	0	0	0	
5/6Hev6	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	4	4	0	0	0	0	1129		0	0	0	0	0	
5/6Hev60	square	Aramaic	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	0	0	0	0	0	0	1130		0	0	0	0	0	
5/6Hev61	square	Hebrew?	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	6	6	0	0	0	0	1131		0	0	0	0	0	
5/6Hev62	square	Aramaic?	Papyrus	Roman	Cave of Letters	Bar Kokhba letters	4	4	0	0	0	0	1132		0	0	0	0	0	
5/6Hev63	excluded: language ''		Papyrus	Roman	Cave of Letters	Bar Kokhba letters	5	4	0	0	0	0	1133		0	0	0	0	0	
5/6Hev64	excluded: Greek script	Greek	Papyrus	Roman	Cave of Letters	Unidentified Text	1	1	0	0	0	0	1134		0	0	0	0	0	
5/6Hev7	square	Aramaic	Papyrus	Roman	Cave of Letters	Babatha's archive	6	6	0	0	0	0	1135		0	0	0	0	0	
5/6Hev8	square	Aramaic	Papyrus	Roman	Cave of Letters	Babatha's archive	3	3	0	0	0	0	1136		0	0	0	0	0	
5/6Hev9	excluded: Nabatean script	Nabatean	Papyrus	Roman	Cave of Letters	Babatha's archive	22	22	0	0	0	0	1137		0	0	0	0	0	
5Q1	square	Hebrew	Parchment	Early Hellenistic	Qumran, Cave 5	Scripture	0	0	0	0	0	0	1004	5Q1	2	446	372	0	0	
5Q10	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Parabiblical Texts	0	0	0	0	0	0	600	5Q10	3	59	45	0	0	
5Q11	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Sectarian Texts	0	0	0	0	0	0	601	5Q11	2	30	19	0	0	
5Q12	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Sectarian Texts	0	0	0	0	0	0	602	5Q12	1	44	34	0	0	
5Q13	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Legal Texts	0	0	0	0	0	0	603	5Q13	19	392	320	0	0	
5Q14	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Poetical/Liturgical Texts	0	0	0	0	0	0	604	5Q14	1	70	58	0	0	
5Q15	square	Aramaic	Parchment	Hellenistic-Roman	Qumran, Cave 5	Parabiblical Texts	0	0	0	0	0	0	605	5Q15	17	1242	1009	0	0	
5Q16	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	606	5Q16	6	133	107	0	0	
5Q17	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	607	5Q17	6	54	40	0	0	
5Q18	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	608	5Q18	4	33	24	0	0	
5Q19	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	609	5Q19	4	33	22	0	0	
5Q2	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 5	Scripture	0	0	0	0	0	0	1005	5Q2	1	160	134	0	0	
5Q20	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	610	5Q20	3	28	24	0	0	
5Q21	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	2077		0	0	0	0	0	
5Q22	square	Hebrew	Parchment	Hasmonean	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	611	5Q22	1	16	14	0	0	
5Q23	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	612	5Q23	1	4	3	0	0	
5Q24	square	Aramaic	Parchment	Hellenistic-Roman	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	613	5Q24	1	9	9	0	0	
5Q25	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Unidentified Text	0	0	0	0	0	0	614	5Q25	12	66	48	0	0	
5Q3	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Scripture	0	0	0	0	0	0	1006	5Q3	2	17	12	0	0	
5Q5	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Scripture	0	0	0	0	0	0	1008	5Q5	3	138	90	0	0	
5Q6	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Scripture	0	0	0	0	0	0	1009	5Q6	17	503	355	0	0	
5Q7	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Scripture	0	0	0	0	0	0	1010	5Q7	1	18	11	0	0	
5Q8	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 5	Tefillin	0	0	0	0	0	0	1138		0	0	0	0	0	
5Q9	square	Hebrew	Parchment	Herodian	Qumran, Cave 5	Parabiblical Texts	0	0	0	0	0	0	599	5Q9	7	101	74	0	0	
6Q10	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 6	Other	26	26	24	24	23	24	617	6Q10	27	132	93	25	130	6Q10
6Q11	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Other	1	1	0	0	0	0	618	6Q11	1	56	49	0	0	
6Q12	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Other	1	1	0	0	0	0	619	6Q12	1	41	38	0	0	
6Q13	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Other	1	1	0	0	0	0	620	6Q13	1	53	45	0	0	
6Q14	square	Aramaic	Parchment	Herodian	Qumran, Cave 6	Other	2	2	2	2	2	2	621	6Q14	2	67	54	2	67	6Q14
6Q15	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Sectarian Texts	5	5	5	5	5	5	622	6Q15	5	145	126	5	145	6Q15
6Q16	square	Hebrew	Papyrus	Herodian	Qumran, Cave 6	Poetical/Liturgical Texts	0	0	0	0	0	0	623	6Q16	5	61	52	0	0	
6Q17	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Calendrical Texts	0	0	0	0	0	0	624	6Q17	1	12	11	0	0	
6Q18	excluded: language ''		Papyrus	Herodian	Qumran, Cave 6	Poetical/Liturgical Texts	0	0	0	0	0	0	625	6Q18	27	306	255	0	0	
6Q19	square	Aramaic	Parchment	Herodian	Qumran, Cave 6	Scripture?	0	0	0	0	0	0	626	6Q19	1	13	12	0	0	
